,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,Longitud,Linea,geometry
0,Línea 1 Manga,,,,,,-1,0,-1,,,45.74,102,"LINESTRING (-110.92378 29.09827, -110.92523 29.09798, -110.92612 29.09778, -110.92721 29.09758, -110.92912 29.09755, -110.93074 29.09753, -110.93099 29.09737000000001, -110.93105 29.09693, -110.93106 29.09625, -110.93109 29.09486999999999, -110.9311 29.09358, -110.9311 29.09293, -110.93111 29.09177, -110.93118 29.09068, -110.93126 29.08943, -110.93124 29.0888, -110.93103 29.08826, -110.93069 29.08763, -110.93035 29.08699000000001, -110.93019 29.08684999999999, -110.92978 29.0867, -110.92893 29.08663, -110.92822 29.08661, -110.92773 29.08651, -110.92756 29.08646999999999, -110.92743 29.08635, -110.92726 29.08606, -110.92705 29.08549, -110.92656 29.08427, -110.92614 29.08316, -110.92587 29.08245000000001, -110.92537 29.08122, -110.92523 29.08113999999999, -110.92485 29.08117999999999, -110.92435 29.08129, -110.92419 29.08131, -110.92412 29.08124000000001, -110.924 29.08104, -110.9237 29.08034000000001, -110.92463 29.08023000000001, -110.92624 29.08006, -110.92713 29.07994, -110.9277 29.07977999999999, -110.92854 29.07936999999999, -110.92926 29.07890999999999, -110.93007 29.07838999999999, -110.93093 29.07789000000001, -110.93146 29.07771, -110.93203 29.07762, -110.93265 29.07764, -110.93318 29.07775, -110.93371 29.07791, -110.93444 29.07812, -110.93473 29.0782, -110.93534 29.07844, -110.93586 29.07871999999999, -110.93633 29.07902, -110.93676 29.07927, -110.93717 29.07943, -110.93767 29.07958000000001, -110.93867 29.07989, -110.94007 29.08031000000001, -110.9419 29.08084, -110.94315 29.08121000000001, -110.94481 29.08170000000001, -110.94576 29.08199, -110.94642 29.08217000000001, -110.94683 29.0823, -110.94709 29.08243, -110.94748 29.08255999999999, -110.94796 29.08269999999999, -110.94838 29.08284, -110.94877 29.08294000000001, -110.94917 29.08307, -110.94952 29.08308999999999, -110.94994 29.08312999999999, -110.95016 29.08302, -110.95032 29.08289, -110.95023 29.0822, -110.95002 29.08096, -110.94991 29.08013000000001, -110.94971 29.07884, -110.95121 29.07875, -110.95317 29.07862, -110.95408 29.07855999999999, -110.95445 29.07853, -110.95494 29.0809, -110.95566 29.08448, -110.95571 29.08463999999999, -110.95583 29.08472, -110.95686 29.08464, -110.95781 29.08453, -110.95911 29.08436, -110.95956 29.08438, -110.96018 29.08445999999999, -110.96063 29.08458, -110.96107 29.08481, -110.96192 29.08557999999999, -110.9626 29.08621999999999, -110.96319 29.08676000000001, -110.9637 29.08723000000001, -110.96402 29.08754, -110.96452 29.08793, -110.96566 29.08842999999999, -110.96671 29.08882, -110.96892 29.08974, -110.97103 29.09057000000001, -110.97109 29.0907, -110.97136 29.09237, -110.97146 29.09278000000001, -110.97146 29.09278000000001, -110.9715 29.09291, -110.97156 29.09295, -110.9739 29.09269, -110.97533 29.09247, -110.9756 29.09236, -110.97586 29.09239, -110.97662 29.09269, -110.97734 29.09285, -110.97748 29.09289, -110.97756 29.09303, -110.9776 29.09331, -110.97793 29.09541, -110.97882 29.10067, -110.9849 29.09993, -110.99051 29.09924, -110.99248 29.09895, -110.99249 29.09399999999999, -111.00266 29.09453, -111.00746 29.09477, -111.01152 29.09499, -111.02079 29.09549000000001, -111.02234 29.09558, -111.02244 29.09573999999999, -111.02267 29.09995999999999, -111.02271 29.10228, -111.02285 29.10386, -111.02287 29.10445, -111.02298 29.10651, -111.02312 29.10816000000001, -111.02326 29.11094999999999, -111.02356 29.11567000000001, -111.02225 29.11577, -111.02229 29.11701, -111.0223 29.11727000000001, -111.02222 29.11867, -111.02364 29.11858000000001, -111.02365 29.11722000000001, -111.02367 29.1154, -111.02334 29.10988, -111.02335 29.10823, -111.0232 29.10692, -111.02296 29.10331, -111.02284 29.10144, -111.02277 29.10023999999999, -111.02769 29.09949999999999, -111.02777 29.09945, -111.02776 29.09924999999999, -111.02762 29.09866999999999, -111.02746 29.09782, -111.02743 29.09757, -111.02744 29.09741, -111.02756 29.09726, -111.02775 29.09704, -111.02815 29.09663, -111.02843 29.0963, -111.02848 29.09612999999999, -111.028 29.09476, -111.03555 29.09288, -111.04194 29.09120000000001, -111.04364 29.09077000000001, -111.04526 29.09037, -111.04569 29.09017000000001, -111.04536 29.08907000000001, -111.04851 29.08829999999999, -111.05019 29.08787, -111.05154 29.08757, -111.05137 29.08866000000001, -111.0491 29.08924, -111.04702 29.08975, -111.04319 29.0907, -111.04162 29.09111, -111.03466 29.09281, -111.03249 29.09338, -111.02872 29.09433, -111.02805 29.09449, -111.02681 29.09482, -111.02638 29.09493, -111.02611 29.09500999999999, -111.02586 29.09511000000001, -111.02585 29.09510999999999, -111.02556 29.09518, -111.02529 29.09524, -111.02506 29.0953, -111.0246 29.09537, -111.02421 29.09538, -111.02389 29.09539, -111.02362 29.09539000000001, -111.02312 29.09536999999999, -111.02274 29.09536, -111.02257 29.09536, -111.02255 29.09544, -111.02257 29.0955, -111.02339 29.09552999999999, -111.02385 29.09552, -111.02444 29.0955, -111.02512 29.09542999999999, -111.0256 29.09532999999999, -111.02599 29.09522, -111.02651 29.09508999999998, -111.02732 29.09486, -111.02759 29.09479, -111.02786 29.09475000000001, -111.02797 29.09486, -111.02821 29.09555, -111.02834 29.09592000000001, -111.02838 29.0961, -111.02835 29.09627, -111.02809 29.09657, -111.02739 29.09734, -111.02732 29.0976, -111.02772 29.09936, -111.02764 29.09945, -111.02408 29.09998, -111.02356 29.10005999999999, -111.02278 29.10016000000001, -111.02251 29.09539, -111.02017 29.09524, -111.017 29.09508, -111.01371 29.09491, -111.0082 29.09463, -111.00674 29.09452, -111.00651 29.09486, -111.00642 29.0953, -111.00615 29.09583, -111.00559 29.09661, -111.00521 29.09718000000001, -111.005 29.09758, -111.00491 29.09793, -111.00488 29.09809, -111.00479 29.09813, -111.00395 29.09809, -111.00312 29.09806, -111.00227 29.09807, -111.00209 29.09807, -111.00198 29.09822, -111.0019 29.09967, -111.0019 29.0997, -111.00185 29.10113, -111.00191 29.10177, -111.00195 29.10206, -111.00157 29.10211000000001, -110.99764 29.10212, -110.99612 29.10213, -110.99249 29.10219, -110.99245 29.10181, -110.99238 29.09875, -110.99239 29.09378999999999, -110.99249 29.09365, -110.99253 29.09329, -110.99245 29.09229999999999, -110.9922 29.09179, -110.99139 29.09096, -110.99013 29.08961, -110.98923 29.08873000000001, -110.98564 29.08921000000001, -110.984 29.0894, -110.98346 29.08933999999999, -110.9807 29.08853, -110.97776 29.08770999999999, -110.97625 29.08723999999999, -110.9754 29.087, -110.97382 29.0862, -110.97244 29.08554, -110.97178 29.08545000000001, -110.96949 29.0857, -110.96639 29.08636, -110.96497 29.08671999999999, -110.96465 29.08680999999999, -110.96432 29.08687, -110.96403 29.08685, -110.96376 29.0868, -110.96355 29.08674, -110.96328 29.08655, -110.9624 29.08569999999999, -110.9616 29.08495, -110.96129 29.08468, -110.96087 29.08443, -110.96023 29.08427, -110.95968 29.08418, -110.95896 29.08420999999999, -110.95692 29.08445, -110.95659 29.08260999999999, -110.95576 29.07776, -110.95301 29.07803999999999, -110.95084 29.07821999999999, -110.95142 29.08297, -110.95048 29.08304, -110.95005 29.08297, -110.94691 29.08204, -110.94453 29.08135, -110.9385 29.07955999999999, -110.93705 29.07916, -110.93669 29.07898, -110.93633 29.07875, -110.93583 29.07845, -110.9352 29.07822, -110.93455 29.07805, -110.93403 29.07790000000001, -110.93337 29.07768, -110.93282 29.07755, -110.93231 29.07750999999999, -110.93186 29.07752, -110.93137 29.07763, -110.93083 29.07784000000001, -110.93039 29.07809, -110.92998 29.07830999999999, -110.92927 29.07878, -110.9287 29.07915999999999, -110.92826 29.07942, -110.92798 29.07957, -110.92768 29.07970999999999, -110.92748 29.07977, -110.92718 29.07985, -110.9269 29.07989, -110.92637 29.07996, -110.92559 29.08004999999999, -110.92366 29.08024, -110.92362 29.08042999999999, -110.92392 29.08113, -110.92418 29.08157, -110.92492 29.08348000000001, -110.92588 29.08589, -110.92599 29.08622, -110.92624 29.08643000000001, -110.92645 29.08653, -110.92741 29.08661, -110.92912 29.08674000000001, -110.92997 29.08683, -110.93033 29.08712, -110.9306 29.08765, -110.93106 29.08863999999999, -110.93116 29.08898, -110.93116 29.08915000000001, -110.9311 29.09044, -110.93104 29.0913, -110.93099 29.09222, -110.93097 29.09296000000001, -110.93095 29.09439, -110.93091 29.09686, -110.93088 29.09707, -110.93084 29.09728, -110.93092 29.09842, -110.92966 29.09834, -110.92849 29.09836, -110.92761 29.09836000000001, -110.92695 29.0985, -110.92637 29.09857, -110.92529 29.09884999999999, -110.92399 29.09910000000001, -110.92378 29.09827)"
1,Línea 1 Sahuaro,,,,,,-1,0,-1,,,32.89,101,"LINESTRING (-110.92454 29.09898, -110.92427 29.09902999999999, -110.92405 29.09907, -110.9238 29.09823, -110.92517 29.09793000000001, -110.92586 29.09777, -110.92633 29.09766999999999, -110.92681 29.0976, -110.92732 29.09750999999999, -110.9277 29.09751, -110.92825 29.09747999999999, -110.92911 29.09746000000001, -110.92981 29.09747, -110.93039 29.09747999999999, -110.93075 29.09747999999999, -110.93112 29.09744999999999, -110.93113 29.09692, -110.93113 29.09660000000001, -110.93113 29.09646, -110.93112 29.09624, -110.93113 29.09607, -110.93113 29.09554, -110.93113 29.09508999999999, -110.93113 29.09485, -110.93113 29.09382000000001, -110.93113 29.09354, -110.93114 29.09308, -110.93114 29.09287, -110.93116 29.09192, -110.93117 29.09172000000001, -110.93122 29.09087999999999, -110.93123 29.09064, -110.93127 29.09, -110.9313 29.08947999999999, -110.93131 29.08937, -110.93131 29.08906000000001, -110.9313 29.08888, -110.93128 29.08876, -110.93123 29.08857, -110.93112 29.08831, -110.93104 29.08815, -110.93091 29.0879, -110.93081 29.08772999999999, -110.93075 29.0876, -110.93069 29.08748, -110.93062 29.08733999999999, -110.93054 29.08718, -110.93045 29.08705, -110.93038 29.08696, -110.93034 29.08690999999999, -110.93024 29.08683, -110.93018 29.0868, -110.93012 29.08674999999999, -110.93001 29.08671, -110.92985 29.08668, -110.92975 29.08668, -110.92909 29.08663, -110.92893 29.08661999999999, -110.92831 29.08658, -110.92795 29.08653999999999, -110.92779 29.08651000000001, -110.92758 29.08640999999999, -110.92749 29.08633, -110.92742 29.08624, -110.92737 29.08615, -110.92732 29.08604, -110.92726 29.08587999999999, -110.92705 29.08549, -110.92656 29.08427, -110.92614 29.08316, -110.92587 29.08245000000001, -110.92537 29.08122, -110.92523 29.08113999999999, -110.92485 29.08117999999999, -110.92435 29.08129, -110.92419 29.08131, -110.92412 29.08124000000001, -110.924 29.08104, -110.9237 29.08033, -110.92464 29.08023000000002, -110.92624 29.08006, -110.92713 29.07994, -110.9277 29.07977999999999, -110.92854 29.07936999999999, -110.92926 29.07890999999999, -110.93007 29.07838999999999, -110.93093 29.07789000000001, -110.93146 29.07771, -110.93203 29.07762, -110.93265 29.07764, -110.93318 29.07775, -110.93371 29.07791, -110.93444 29.07812, -110.93473 29.0782, -110.93534 29.07844, -110.93586 29.07871999999999, -110.93633 29.07902, -110.93676 29.07927, -110.93717 29.07943, -110.93767 29.07958000000001, -110.93867 29.07989, -110.94007 29.08031000000001, -110.9419 29.08084, -110.94315 29.08121000000001, -110.94481 29.08170000000001, -110.94576 29.08199, -110.94642 29.08217000000001, -110.94683 29.0823, -110.94709 29.08243, -110.94748 29.08255999999999, -110.94796 29.08269999999999, -110.94838 29.08284, -110.94877 29.08294000000001, -110.94917 29.08307, -110.94952 29.08308999999999, -110.94994 29.08312999999999, -110.95016 29.08302, -110.95032 29.08289, -110.95023 29.0822, -110.95002 29.08096, -110.94991 29.08013000000001, -110.94971 29.07884, -110.95121 29.07875, -110.95317 29.07862, -110.95408 29.07855999999999, -110.95445 29.07853, -110.95494 29.0809, -110.95566 29.08448, -110.95571 29.08463999999999, -110.95583 29.08472, -110.95686 29.08464, -110.95781 29.08453, -110.95911 29.08436, -110.95956 29.08438, -110.96018 29.08445999999999, -110.96063 29.08458, -110.96107 29.08481, -110.96192 29.08557999999999, -110.9626 29.08621999999999, -110.96319 29.08676000000001, -110.96369 29.08724999999999, -110.9641 29.08756, -110.96451 29.08792, -110.96506 29.08817, -110.9666 29.08881, -110.96884 29.08973, -110.96998 29.09014, -110.97105 29.09058, -110.97127 29.09191999999999, -110.97144 29.09298, -110.97182 29.09293, -110.97534 29.09247, -110.9758 29.09238, -110.9764 29.09261, -110.97764 29.09292, -110.979 29.09324, -110.98003 29.09341000000001, -110.98231 29.0935, -110.9916 29.09397999999999, -110.99205 29.09403999999999, -110.99221 29.09423, -110.99224 29.09539, -110.99224 29.10222, -110.99225 29.10341000000001, -110.99236 29.10346999999999, -110.99252 29.10349, -110.99979 29.10348, -111.00087 29.10348, -111.002 29.10346, -111.00547 29.10339, -111.00551 29.10368, -111.00551 29.10501, -111.00552 29.10542, -111.00557 29.10554, -111.01138 29.10557, -111.01129 29.10997, -111.01131 29.11327, -111.01132 29.11468999999999, -111.01135 29.11575, -111.01135 29.11588000000001, -111.01199 29.11590999999999, -111.01337 29.11588, -111.01415 29.11589, -111.01513 29.11585000000001, -111.01598 29.11584999999999, -111.01602 29.10991999999998, -111.01601 29.10556, -111.01602 29.10543, -111.01599 29.10037, -111.01341 29.10039999999999, -111.01256 29.1004, -111.01156 29.10061, -111.00986 29.10087, -111.00796 29.10123000000001, -111.0065 29.10184000000001, -111.00575 29.10211, -111.00513 29.10214, -111.00197 29.10218, -110.99385 29.10221, -110.99248 29.10219999999999, -110.99247 29.10207, -110.9924 29.0981, -110.99234 29.09795, -110.99201 29.09793000000001, -110.98998 29.0982, -110.98471 29.09883, -110.98059 29.09928999999999, -110.97962 29.09315, -110.97764 29.09271, -110.97693 29.09253, -110.97597 29.09228, -110.97558 29.09208, -110.97503 29.09183, -110.97439 29.09157999999999, -110.97287 29.09105999999999, -110.97154 29.09055, -110.97062 29.09014999999999, -110.96775 29.08906, -110.96662 29.08858, -110.96593 29.08836, -110.96541 29.0881, -110.96488 29.08788000000001, -110.96453 29.0877, -110.96417 29.0874, -110.9638 29.08706, -110.96328 29.08655, -110.9624 29.08569999999999, -110.96158 29.08497999999999, -110.96129 29.08471000000001, -110.96076 29.08441999999999, -110.96023 29.08427, -110.95968 29.08418, -110.95896 29.08420999999999, -110.95692 29.08445, -110.95659 29.08260999999999, -110.95576 29.07772, -110.95301 29.07803999999999, -110.95084 29.07821999999999, -110.95142 29.08297, -110.95047 29.083, -110.95005 29.08293999999999, -110.94691 29.08204, -110.94453 29.08135, -110.9385 29.07955999999999, -110.93705 29.07916, -110.93669 29.07898, -110.93633 29.07871999999999, -110.93582 29.07842000000001, -110.9352 29.0782, -110.93455 29.07805, -110.93403 29.07790000000001, -110.93337 29.07768, -110.93282 29.07756, -110.93231 29.07750999999999, -110.93186 29.07752, -110.93137 29.07763, -110.93084 29.07781, -110.93039 29.07806999999999, -110.92998 29.07830999999999, -110.92927 29.07879000000001, -110.9287 29.07912999999999, -110.92834 29.07937, -110.92798 29.07956, -110.92768 29.07965999999999, -110.92749 29.07973, -110.92719 29.07983, -110.9269 29.07987, -110.92637 29.07994999999999, -110.92561 29.08004, -110.92475 29.08014, -110.92354 29.08027, -110.92392 29.08113, -110.92418 29.08157, -110.92492 29.08348000000001, -110.92588 29.08589, -110.92599 29.08622, -110.92624 29.08643000000001, -110.92645 29.08653, -110.92741 29.08661, -110.92912 29.08674000000001, -110.92997 29.08683, -110.93031 29.08710000000001, -110.93058 29.08765, -110.93106 29.08863999999999, -110.93116 29.08898, -110.93116 29.08915000000001, -110.9311 29.09044, -110.93104 29.0913, -110.93099 29.09222, -110.93097 29.09296000000001, -110.93102 29.09448, -110.93098 29.09841000000001, -110.93028 29.09839999999999, -110.9296 29.09842000000001, -110.92903 29.09838, -110.92835 29.09835999999999, -110.92756 29.09839, -110.92709 29.09846, -110.92671 29.09851, -110.92642 29.09860000000001, -110.92613 29.09866999999999, -110.92591 29.0987, -110.92562 29.09875, -110.92528 29.09883, -110.92494 29.0989, -110.92455 29.09896999999999)"
