field_1,Codigo,Linea,Nombre,Latitude,Longitud,No_Lineas,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,geometry
161,201-11,201,Periferico Nte. Y Juarez,29.108951,-110.95325,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.95325 29.108951)
162,201-12,201,Periferico Nte. Y Calle 2,29.108954,-110.955784,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.955784 29.108954)
163,201-13,201,Periferico Nte. E Israel Gonzalez,29.109387,-110.958904,3,201,202,1101,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.958904 29.109387)
164,201-14,201,Periiferico Nte. Y Reyes,29.110231,-110.963617,3,201,202,1601,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963617 29.110231)
165,201-15,201,Periferico Nte. Y Gral. Piña.,29.111148,-110.967012,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967012 29.111148)
166,401-93,401,lazaro CÁRDENAS Y REFORMA,29.1133,-110.971004,3,401,201,202,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971004 29.1133)
167,401-94,401,CÁRDENAS y monteverde,29.114408,-110.973123,2,401,201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.973123 29.114408)
168,201-18,201,Lazaro Cardenas y 12 de Octubre,29.115518,-110.975157,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.975157 29.115518)
169,401-96,401,lazaro cardenas y av. Constitucion,29.117278,-110.978631,2,401,201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.978631 29.117278)
170,201-20,201,Lazaro cardenas y olivares,29.118858,-110.981586,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.981586 29.118858)
171,201-21,201,Lazaro Cardenas Y Lopez del Castillo,29.119896,-110.983688,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.983688 29.119896)
172,201-22,201,Lazaro Cardenas y Carlos Caturegli,29.120833,-110.985506,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.985506 29.120833)
173,201-23,201,Lazaro Cardenas Y Diego Velazquez,29.123474,-110.990161,2,201,1001,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.990161 29.123474)
174,402-118,402,SOLIDARIDAD Y PEDRO ASENSIO,29.125878,-110.992336,5,402,201,1702,1902,202,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992336 29.125878)
175,402-119,402,SOLIDARIDAD Y LEANDRO VALLE,29.130053,-110.992354,5,402,201,1702,1902,202,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992354 29.130053)
176,201-26,201,Sollidaridad y La Colorada,29.131981,-110.992786,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992786 29.131981)
177,201-27,201,Solidaridad y Granados,29.133867,-110.993501,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.993501 29.133867)
178,402-122,402,SOLIDARIDAD Y REBEICO,29.136086,-110.994322,6,402,201,1701,1702,1902,202,0,0,0,0,0,NA,NA,NA,POINT (-110.994322 29.136086)
179,201-29,201,Solildaridad y Emancipacion,29.13736,-110.995326,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.995326 29.13736)
180,201-30,201,Emancipacion y Manuel T. Rodriguez,29.136151,-110.997563,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.997563 29.136151)
181,201-31,201,Emancipacon y Carlosl Cabanillas,29.134047,-110.999014,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.999014 29.134047)
182,201-32,201,Emanipacion y Pedro Diaz Godoy,29.132073,-110.999747,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.999747 29.132073)
183,201-33,201,Emancipacion y Temeterio Rico,29.132045,-111.001142,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.001142 29.132045)
184,201-34,201,Emancipacion y FCO. Villanueva Castelo,29.131818,-111.002971,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.002971 29.131818)
185,201-35,201,Luis Campillo y Real del Cobre,29.132928,-111.003842,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.003842 29.132928)
186,201-36,201,Sierra del Tule y Rrancho Viejo,29.135804,-111.004696,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.004696 29.135804)
187,201-37,201,Sierra del Tule y Sierra del Sur,29.137052,-111.005265,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.005265 29.137052)
188,201-38,201,Sierra del Sur y Sierra del Tule,29.137142,-111.005564,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.005564 29.137142)
189,201-39,201,Sierra del Sur y Sierra de las Huertas,29.136761,-111.006924,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.006924 29.136761)
190,201-40,201,Suerra del Sur y Sierra de los Mojones,29.136413,-111.008096,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.008096 29.136413)
191,201-41,201,Sierra del Surr y Campillo,29.135921,-111.010015,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.010015 29.135921)
192,201-42,201,Sierra del Sur y Sierra Coloorada,29.135696,-111.011634,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.011634 29.135696)
193,201-43,201,Sierra de Sur y Sierra Madre Ocidental,29.135587,-111.012602,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.012602 29.135587)
194,201-44,201,sierra del sur y de los maestros,29.134994,-111.01667,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.01667 29.134994)
195,201-45,201,Lazaro MERCADO Y Av. Del Chaparral,29.13336,-111.015145,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.015145 29.13336)
196,201-46,201,Angel Arreola y San Pablo y de los jueces,29.130404,-111.014639,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.014639 29.130404)
197,201-47,201,Angel Arreola y Mario MORUA Jhonson,29.129021,-111.01439,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.01439 29.129021)
198,201-48,201,Roberto Mejia Serna y Retorno 4 y Retorno 3,29.128177,-111.013787,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.013787 29.128177)
199,201-49,201,Carlos Balderrama y Joaquiin Duran,29.126435,-111.011872,2,201,1001,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.011872 29.126435)
200,201-50,201,Joaquin Duran y Republlica de Panama,29.127024,-111.007363,2,201,1002,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.007363 29.127024)
201,201-51,201,Republica de Panama y Gaspar LuKen,29.125418,-111.006886,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.006886 29.125418)
202,201-52,201,Republica de Panama y Sostenes Rocha,29.123563,-111.006687,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.006687 29.123563)
203,201-53,201,Republlica de Panama y Bacobampo,29.119847,-111.006104,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.006104 29.119847)
204,201-54,201,Republica de Panama y Cocorit,29.1181,-111.005877,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.005877 29.1181)
205,201-55,201,Ignacio Salazar y Republica de Panama,29.11609531,-111.0050601,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.0050601 29.11609531)
206,201-56,201,Ignacio Salazar y Republica de Honduras,29.116326,-111.003191,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-111.003191 29.116326)
207,201-57,201,Ignacio Salazar y Belice,29.11661,-110.999083,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.999083 29.11661)
208,401-4,401,solidaridad y san blas,29.115716,-110.992673,3,401,201,202,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992673 29.115716)
209,1701-41,1701,Blvd Solidaridad Y Leona Vicario,29.111357,-110.992644,4,1701,201,301,1801,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.992644 29.111357)
210,201-60,201,Garcia Aburto y Solidaridad/ Choyal,29.107536,-110.991988,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.991988 29.107536)
211,201-61,201,Garcia Aburto y Ayuntamiento,29.108113,-110.987417,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.987417 29.108113)
212,201-62,201,Garcia Aburto y Carlos Caturegli,29.10849,-110.984336,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.984336 29.10849)
213,201-63,201,Garcia Aburto y Guillero Arreola,29.10892,-110.98093,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.98093 29.10892)
214,201-64,201,Garcia Aburto y Simon Bley,29.109266,-110.97805,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.97805 29.109266)
215,201-65,201,Garcia Aburto y 12 de Octubre,29.109726,-110.974389,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.974389 29.109726)
216,201-66,201,Garcia Aburto y Monteverde,29.11004,-110.972014,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.972014 29.11004)
217,201-67,201,Garcia Abuero y Reforma,29.110263,-110.970061,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.970061 29.110263)
218,201-68,201,Garcia Aburto y Guadalupe Victoria,29.110512,-110.968094,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.968094 29.110512)
219,201-69,201,Periferico Nte y Escobedo,29.109886,-110.962673,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.962673 29.109886)
220,201-70,201,Periferico Norte e Israel Gonzalez,29.109383,-110.960464,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.960464 29.109383)
221,201-71,201,Periferico Norte y Heroes de Nacozari,29.108693,-110.956132,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.956132 29.108693)
222,201-72,201,Periferrico Norte y Juarez,29.108687,-110.953194,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.953194 29.108687)
223,1201-41,1201,Calle Benito Juarez Y Periferico Norte,29.108228,-110.953122,2,1201,201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.953122 29.108228)
224,201-74,201,Juarez y Justo Sierra,29.104729,-110.952982,8,201,202,1101,1201,1400,1702,1102,1401,0,0,0,NA,NA,NA,POINT (-110.952982 29.104729)
225,201-75,201,Blvd. Morelos e Ignacio Mariscal,29.098543,-110.951383,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.951383 29.098543)
226,201-76,201,Blvd. Rodriguez y Juarez,29.096427,-110.953034,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.953034 29.096427)
227,1901-147,1901,Blvd. Abelardo L. Rodriguez Y Calle Guerrero,29.093037,-110.954887,2,1901,201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.954887 29.093037)
228,1901-148,1901,Blvd. Abelardo L. Rodriguez Y San Luis Potosi,29.090332,-110.95631,2,1901,201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.95631 29.090332)
229,201-79,201,Blvd. Rodriguez y Yañez/Nuevo Leon,29.088226,-110.957368,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957368 29.088226)
230,201-80,201,Blvd. Rosales y Luis Encinas,29.083605,-110.958784,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.958784 29.083605)
231,201-81,201,Blvd. Rosales y Dr. Noriega,29.079414,-110.957759,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957759 29.079414)
232,402-39,402,BLVD ROSALES Y CALLE PLUTARCO ELIAS CALLES,29.07757,-110.957391,14,402,700,801,901,902,1201,1301,1400,1401,1501,1101,1102,1502,1802,POINT (-110.957391 29.07757)
233,201-83,201,Blvd. Rosales e Hidalgo,29.075423,-110.956892,12,201,202,402,1101,1301,1400,700,801,901,902,1201,1801,NA,NA,POINT (-110.956892 29.075423)
234,402-41,402,BLVD ROSALES Y TEHUANTEPEC,29.073431,-110.956445,8,402,1801,901,902,1102,1401,1802,201,0,0,0,NA,NA,NA,POINT (-110.956445 29.073431)
235,201-85,201,Blvd. Rosales y Serna,29.070586,-110.955671,13,201,202,1802,402,700,801,901,902,1101,1201,1400,1102,1401,NA,POINT (-110.955671 29.070586)
236,201-87,201,Francisco Serna y Reforma,29.070182,-110.964457,3,201,202,700,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.964457 29.070182)
237,1400-67,1400,FCO SERNA Y JUAN NAVARRETE,29.070742,-110.967632,2,1400,201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.967632 29.070742)
238,401-21,401,solidaridad y vado del rio,29.069824,-110.971659,6,401,201,1400,1501,1502,1401,0,0,0,0,0,NA,NA,NA,POINT (-110.971659 29.069824)
239,201-91,201,SOLIDARIIDAD,29.066671,-110.969369,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.969369 29.066671)
240,401-23,401,SOLIDARIDAD Y AV. TRINCHERAS,29.061332,-110.966939,5,401,201,1400,1501,1401,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966939 29.061332)
241,401-24,401,SOLIDARIDAD Y BLVD. HERMOSILLO,29.05993,-110.966682,3,401,201,701,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966682 29.05993)
242,201-94,201,solidaridad y cardenas,29.055964,-110.96494,5,201,202,401,701,801,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96494 29.055964)
243,201-96,201,Solidaridad y Navolato,29.050242,-110.963452,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963452 29.050242)
244,201-97,201,solidaridad y Cosala,29.048245,-110.963386,4,201,202,401,801,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963386 29.048245)
245,201-98,201,Solidaridad y Octava,29.043941,-110.96172,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96172 29.043941)
246,402-53,402,VILDOSOLA Y PERIFERICO SUR,29.03703,-110.957211,4,402,901,1102,201,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957211 29.03703)
247,201-100,201,Elias Calles y Labradores,29.033338,-110.957226,2,201,1101,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957226 29.033338)
248,901-115,901,Blvd. Libertad / Calle Plutarco Elias Calles,29.031757,-110.957424,3,901,201,1102,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957424 29.031757)
249,201-102,201,Calpulli y Piramide de la Luna,29.030873,-110.953096,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.953096 29.030873)
250,201-103,201,Calpulli y Templo Mayor,29.030463,-110.950287,2,201,901,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.950287 29.030463)
251,201-104,201,Templo Tlalooc y Chimalpopoca,29.029613,-110.948894,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.948894 29.029613)
252,201-105,201,Templo Tlalooc y Av. Nopaltzin,29.027059,-110.949407,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.949407 29.027059)
253,201-106,201,Templo Tlalooc y Tonatiu,29.025,-110.949804,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.949804 29.025)
254,201-107,201,Xolotl y Templo Tlaloc,29.024079,-110.949281,3,201,701,1101,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.949281 29.024079)
255,201-108,201,Xolotl y Templo Mitla,29.023691,-110.94669,2,201,1101,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.94669 29.023691)
256,201-109,201,Xolotl y Lopez Riesgo,29.023188,-110.943324,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943324 29.023188)
257,201-110,201,Lopez Riesgo y Oscar Pinto Lujan,29.021551,-110.943166,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943166 29.021551)
258,201-111,201,Lopez Riesgo y Enrique Michel,29.019166,-110.943205,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943205 29.019166)
259,201-112,201,Lopez Riesgo y Mario Yeomans,29.016106,-110.943371,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943371 29.016106)
260,201-113,201,Lopez Riesgo y Ricardo Valenzuela,29.013854,-110.943479,2,201,1101,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943479 29.013854)
261,201-114,201,Lopez Riesgo y Adolfo Lopez Moreno,29.010723,-110.943571,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943571 29.010723)
262,201-115,201,Lopez Riesgo y Amalia Camou,29.009698,-110.943595,2,201,1101,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943595 29.009698)
263,201-116,201,Lopez Riesgo y Callejon del Patron,29.007891,-110.943583,2,201,1101,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943583 29.007891)
264,201-117,201,Lopez Riesgo y Del Granero,29.006418,-110.943428,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943428 29.006418)
265,201-118,201,Lopez Riesgo y De Los Santos,29.00484,-110.943418,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943418 29.00484)
266,201-119,201,Lopez Riesgo y de los Topografos,29.002007,-110.943553,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943553 29.002007)
267,201-120,201,Lopez Riesgo y Diecinueve,29.000585,-110.943446,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943446 29.000585)
268,201-121,201,Lopez Riesgo y veinticuatro,28.998418,-110.943512,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943512 28.998418)
269,201-122,201,Lopez Riesgo y Dr. Oscar Olea,28.996147,-110.943611,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943611 28.996147)
270,201-123,201,Oscar Olea y Vista Real,28.996039,-110.941957,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.941957 28.996039)
271,201-124,201,Lopez Riesgo y Dr. Oscar Olea,28.996147,-110.943611,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943611 28.996147)
272,201-125,201,Lopez Riesgo y veinticuatro,28.998418,-110.943512,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943512 28.998418)
273,201-126,201,Lopez Riesgo y Diecinueve,29.000585,-110.943446,2,201,1101,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943446 29.000585)
274,201-127,201,Aguilucho y Del Paraiso,29.00207,-110.940342,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.940342 29.00207)
275,201-128,201,Aguilucho y Arrendario,29.002016,-110.938521,2,201,1101,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.938521 29.002016)
276,201-129,201,Aguilucho y Atunes,29.001913,-110.935182,2,201,1101,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.935182 29.001913)
277,201-130,201,Aguilucho y Aspid,29.003776,-110.935036,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.935036 29.003776)
278,201-131,201,Venado Blanco y Paloma Pitayera,29.006516,-110.933472,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.933472 29.006516)
279,201-132,201,Paloma Pitayera y Blvd. Capomo,29.006617,-110.931881,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931881 29.006617)
280,402-62,402,BLVD CAPOMO Y BLVD MUSARO,29.008331,-110.931161,6,402,601,201,202,701,1102,0,0,0,0,0,NA,NA,NA,POINT (-110.931161 29.008331)
281,201-134,201,Peña Colorado y Musaro,29.008622,-110.929102,4,201,401,601,1101,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.929102 29.008622)
282,201-135,201,Peña Colorado y Mauto,29.011223,-110.929389,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.929389 29.011223)
283,401-54,401,blvd. Capomo y pechita,29.011615,-110.931659,5,401,601,201,202,1102,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931659 29.011615)
284,201-137,201,Blvd. Capomo y  Blvd. Berrendo,29.013866,-110.931623,4,201,401,601,1102,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931623 29.013866)
285,601-81,601,Boulevar Capomo Cimarron,29.016446,-110.931618,2,601,201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931618 29.016446)
286,201-139,201,Carretera a la Colorada,29.02044,-110.931321,3,201,601,401,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931321 29.02044)
287,201-140,201,Carretera a  Sahuaripa,29.032405,-110.940021,2,201,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.940021 29.032405)
288,401-58,401,carretera a  Sahuaripa,29.032464,-110.939151,4,401,402,601,201,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.939151 29.032464)
289,201-142,201,Blvd. De lols Ganaderos,29.03648,-110.93976,2,201,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.93976 29.03648)
290,201-144,201,Blvd. Paseo del Lago y Blvd. De los Ganaderos,29.049218,-110.934131,5,201,401,402,601,202,0,0,0,0,0,0,NA,NA,NA,POINT (-110.934131 29.049218)
291,402-82,402,BLVD PASEO DE LAGO Y BLVD FENICIOS,29.050003,-110.936342,4,402,601,201,202,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.936342 29.050003)
292,201-146,201,Blvd. Paseo de las Lomas y Blvd. Paseo del Lago,29.050733,-110.939817,5,201,401,402,601,202,0,0,0,0,0,0,NA,NA,NA,POINT (-110.939817 29.050733)
293,402-84,402,BLVD PASEO LAS LOMASS Y PASEO STA CRUZ TENERIFE,29.048344,-110.941837,4,402,601,201,202,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.941837 29.048344)
294,201-148,201,Blvd. Paseo de las Lomas y,29.046357,-110.943435,2,201,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943435 29.046357)
295,201-149,201,Blvd. Paseo de las Lomas y Prrovincia Malaga,29.044934,-110.944157,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.944157 29.044934)
296,601-56,601,Paseo de las Lomas Alberto Einstein,29.039959,-110.945365,3,601,201,202,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.945365 29.039959)
297,201-151,201,Blvd. Paseo de las Lomas y Paricutin,29.035298,-110.945554,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.945554 29.035298)
298,201-152,201,Periferico Sur y Nevados de Colima,29.035945,-110.951811,1,201,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.951811 29.035945)
299,402-91,402,PERIFERICO SUR Y CALLE EJIDO,29.036714,-110.954936,2,402,201,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.954936 29.036714)
300,201-154,201,Solidaridad y Plaza Sur,29.040131,-110.960332,4,201,202,402,1801,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.960332 29.040131)
301,201-155,201,Solidaridad y Octava,29.043386,-110.961162,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.961162 29.043386)
302,201-156,201,Solidaridad y Cd. Rosario,29.048071,-110.962995,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.962995 29.048071)
303,201-157,201,Solidaridad y Navolato,29.050289,-110.963195,4,201,202,1801,402,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963195 29.050289)
304,201-158,201,Solidaridad y Los Mochis,29.052634,-110.963335,3,201,202,801,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.963335 29.052634)
305,201-160,201,Solidaridad y Sigma,29.059607,-110.96626,7,201,202,1400,402,1501,1801,1401,0,0,0,0,NA,NA,NA,POINT (-110.96626 29.059607)
306,201-161,201,Solidaridad y Reforma,29.062241,-110.966756,3,201,202,402,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.966756 29.062241)
307,402-99,402,BLVD SOLIDARIDAD Y AV CULTURA,29.066932,-110.96926,6,402,1400,1401,1501,1801,201,0,0,0,0,0,NA,NA,NA,POINT (-110.96926 29.066932)
308,201-163,201,Solidaridad y Serna,29.070173,-110.971435,2,201,202,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971435 29.070173)
309,201-89,201,Francisco Serna y Solidaridad,29.070952,-110.971465,4,201,202,1400,1401,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.971465 29.070952)
310,201-165,201,Blvd. Serna y Marsella,29.070076,-110.96326,3,201,202,1502,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.96326 29.070076)
311,201-166,201,Blvd. Serna y Galeana,29.070053,-110.960106,5,201,202,1400,1502,1401,0,0,0,0,0,0,NA,NA,NA,POINT (-110.960106 29.070053)
312,201-167,201,Blvd. Serna y Comonfort,29.06997775,-110.9581912,5,201,202,1400,1502,1401,0,0,0,0,0,0,NA,NA,NA,POINT (-110.9581912 29.06997775)
313,201-99,201,Periferico Sur y Plutarco Elias Calles,29.037023,-110.957048,4,201,202,401,1101,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.957048 29.037023)
314,401-31,401,PERIFERICO SUR Y AV. DE LOS VAQUEROS,29.03602,-110.953281,4,401,202,402,901,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.953281 29.03602)
315,202-3,202,Blvd Paseo Las lomas y Paricutin,29.035355,-110.945369,1,202,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.945369 29.035355)
316,202-5,202,Blvd. Paseo de las Lomas y Provincia Malaga,29.044934,-110.944157,1,202,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.944157 29.044934)
317,202-7,202,Blvd. Paseo de las Lomas y,29.046357,-110.943435,1,202,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.943435 29.046357)
318,201-143,201,Blvd. De lols Ganaderos  y Union Ganadera,29.045449,-110.935138,5,201,401,402,601,202,0,0,0,0,0,0,NA,NA,NA,POINT (-110.935138 29.045449)
319,202-13,202,Blvd. De los Ganaderos y Blvd. Paseo las palmas,29.039445,-110.938979,1,202,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.938979 29.039445)
320,402-58,402,CAPOMO Y CIMARRÓN,29.01685,-110.931932,4,402,202,601,1101,0,0,0,0,0,0,0,NA,NA,NA,POINT (-110.931932 29.01685)
